Group;Total;Novelle (CATMA_107A613D-6FDF-4D8C-BEA0-45F635906515);NinaNovelle (CATMA_02144EEC-DFFA-43E6-AF96-08B9475BA9B3);Novelle - BA (CATMA_22CEEB64-FAE9-40C9-9420-15C288BACCDD);Negationen (CATMA_39DABD06-FA36-4ED8-A1EE-5134D0865DDE);Novelle - RA (CATMA_7F7E0907-3976-4594-8EC2-CB6AFA9BE0C4);JuliaNovelle (CATMA_CF61A733-367C-4244-8DA7-76FC3C3747A8);Die guten Weiber (CATMA_11CC92FD-3140-4269-89F7-E0CB18AE07B1);AH (CATMA_0B982D42-BDC5-48EB-B8A3-D570C253AE2E);RT (CATMA_312E0F48-83FC-4251-9E2A-841DBFBA23EF);Die guten Weiber RT (CATMA_DADBF4E3-1B15-4855-9350-D18D9AD57B19);Die-guten-Weiber (CATMA_FB2940CE-AEE1-416F-BDDA-757F87360851);Wahlverwandtschaften (CATMA_18BAFC3D-2234-4027-B640-B9D351F4B39F);Wahlverwandschaften AH (CATMA_88E1C752-2B4A-4203-AC78-5A873485C0D0);Wahlverwandschaften RA (CATMA_90F95DC3-326D-43AD-B5FA-ECF8F39B82EB);Negationen (CATMA_A6281CF8-524B-4D4D-8BD9-0FAA5F4CBB8D);Wahlverwandtschaften RT (CATMA_AA0DF310-AA5E-4E67-9CF6-BEE5FB8F3987);Intrinsic Markup (C_D84FA54F-4369-4519-B9DD-3BA7C1419CB5);Unterhaltungen deutscher Ausgewanderten (CATMA_247FA951-9E45-41D2-AA91-E78A05400BCC);Unterhaltungen-BA (CATMA_22E44727-3A19-4B47-BCF9-9DAFACBDA88F);Negationen (CATMA_451455DA-4E57-4DBA-ACA7-DD07C2D8F9BD);NL (CATMA_D311DA8F-F52E-47BA-AC32-20B0A6433240);Hermann und Dorothea (CATMA_2F966BE4-CC2C-4322-AEAD-FDD1E753D02C);RT (CATMA_33280756-8D32-4677-AAAD-5E4B0A0B559A);AH  (CATMA_3610025C-7068-4088-B2E3-3DF29CBCE2C6);Nina (CATMA_3FBB20FB-44E6-4709-8FD6-1C54C332FF6D);Negationen (CATMA_8BE83E71-8800-48E4-9E5D-0E1603F01120);JH (CATMA_90F67794-BD72-4356-9404-51674DF3A7DB);AH 2 (CATMA_989A4105-572C-4321-8F87-C9EF33C94E6D);Wilhelm Meisters Wanderjahre (CATMA_C827B919-4F5A-46D9-B9AE-78DC38A9619B);Wanderjahre-BA (CATMA_02BEF971-1549-4655-A4EF-C1FC4EA72DE6);Rabea_Wanderjahre (CATMA_0CFC4EF0-8DD5-43A7-95C5-EEAFA2C2342F);Wanderjahre-AH (CATMA_2CFCA777-4D18-42AE-9144-4311324EBAD4);Wanderjahre-JCM (CATMA_44908A6C-48B4-4373-B176-D10DAEA5500C);Wanderjahre-CA (CATMA_653C6DEB-407F-43C8-BC76-D969FC66641A);WanderjahreNB (CATMA_8EBE384C-3BD2-4CBB-8D78-A9C57A3199D9);Wanderjahre LE (CATMA_A880482C-553C-47AE-970D-CD9BBDC9621C);Wanderjahre NL (CATMA_CA02062B-F6B3-40A6-8D86-E6C5D1A963AF);Wanderjahre-JH (CATMA_E203D09A-CF82-4DF4-91E5-50F3D792B02E);Wanderjahre RT (CATMA_FFE8229F-219B-441D-915D-9DE94600CEF5);Reise der Söhne Megaprazon. Fragmente (CATMA_D0B27074-C416-4B2D-B68B-3C8354ACA8C4);RT (CATMA_AD8D9875-F99A-4030-9AA2-D8EF24350303);AH (CATMA_E8050D90-D89D-4127-B563-3CD2B0F19197)
"e, als  
Braut, als Frau, Hausfrau und Mutter, immer steht sie isoliert, immer ist sie allein, und will allein sein. Ja die Eitle selbst ist in dem Falle. Jede Frau schließt die andere aus, ihrer Natur nach: denn von Jeder wird alles gefordert, was dem ganzen Geschlecht zu leisten obliegt. Nicht so verhält es sich mit den Männern. Der Mann verlangt den Mann; er würde sich einen zweiten erschaffen, wenn es keinen gäbe: eine Frau könnte eine Ewigkeit leben, ohne daran zu denken, sich ";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
"e, und hatte sich kluger Weise zu den umgebenden unterstützenden Mädchen lauter hübsche wohlgebildete Figuren ausgesucht, worunter sich jedoch keine mit ihr auch nur im mindesten messen konnte. Ottilie blieb von diesem Bilde wie von den übrigen ausgeschlossen. Auf den goldenen Thron hatten sie, um den Zeus gleichen König vorzustellen, den rüstigsten und schönsten Mann der Gesellschaft gewählt, so daß dieses Bild wirklich eine unvergleichliche Vollkommenheit gewann.
Als drittes hatte man die sogenannte väterliche Ermahnung von Terburg gewählt, und wer kennt nicht den herrlichen Kupferstich unseres Wille von diesem Gemälde. Einen Fuß über den anderen geschlagen, sitzt ein edler ritterlicher Vater und scheint seiner vor  
ihm stehenden To";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
"e, wie man gewöhnlich pflegt, den leidigen Trost, daß auch solche Schmerzen durch die Zeit gelindert werden. Sie verwünschte die Zeit, die es braucht um sie zu lindern; sie verwünschte die totenhafte Zeit, wo sie würden gelindert sein.
Da war denn zuletzt die Zuflucht zu den Tränen um so willkommener, als sie bei ihr selten statt fand. Sie warf sich auf den Sofa und überließ sich ganz ihrem Schmerz. Eduard seinerseits konnte von der Türe nicht weg; er pochte nochmals, und zum drittenmal etwas stärker, so daß Charlotte durch die Nachtstille es ganz deutlich vernahm und erschreckt auffuhr. Der erste Gedanke war: es könne, es müsse der Hauptmann sein; der zweite: das sei unmöglich! Sie hielt es für Täuschung; aber sie hatte es gehört, sie wünschte, sie fürchtete es gehört zu haben
 
. Sie ging ins Schlafzimmer, trat leise zu der verriegelten Tapetentüre. Sie schalt sich über ihre Furcht: wie leicht kann die Gräfin etwas bedürfen! sagte sie zu sich selbst und rief gefaßt und gesetzt: Ist jemand da? Eine leise Stimme antwortete: Ich bin's. Wer? entgegnete Charlotte, die den Ton nicht unterscheiden konnte. Ihr stand des Hauptmanns Gestalt vor der Türe. Etwas lauter klang es ihr entgegen: Eduard! Sie öffnete und ihr Gemahl stand vor ihr. Er begrüßte sie mit einem Scherz. Es wurde ihr möglich in diesem ";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
e.;6;;;;;;;;;;;;6;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
e[...]in Tränenstrom stürzte aus ihren Augen und vollendete ihre [...]Genesung.;3;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
e[...]in lebhaftes, heftiges und in guten [...]Tagen herrisches Frauenzimmer;3;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;
"e[...]r entfernte sich niemals[...]Weit, er sagt' es ihr denn, um zu verhüten die Sorge[...]Seiner liebenden Mutter und ihre Furcht vor dem Unfall.[...]";7;;;;;;;;;;;;;;;;;;;;;;7;7;;;;;;;;;;;;;;;;;;;
e[...]r schaffte sich einen neuen und schenkte diesen einer andern, eben da er sie zu [...]meiden gedachte, und von der Zeit an ward es Vorsatz, einer jeden Geliebten zum Abschied ein solches [...]Hündchen zu hinterlassen.;9;;;;;;;9;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e[...]s bleiben die wachsenden Mädchen[...]Endlich billig zu Haus', und fliehn die wilderen Spiele.";6;;;;;;;;;;;;;;;;;;;;;;6;6;;;;;;;;;;;;;;;;;;;
"e[...]s war [...]aber alles so kostbar und fremd, daß sie sich's in Gedanken nicht zuzueignen getraute.
";3;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e[...]s würde mir viel besser ergehen; er würde es mir nicht am [...]Nothwendigen fehlen lassen";3;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;
eb;17;;;;;;;;;;;;17;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;
"eben hatten.
Der Abend kam herbei und die Darstellung wurde vor einer großen Gesellschaft und zu allgemeinem Beifall ausgeführt. Eine bedeutende Musik spannte die Erwartung. Jener Belisar eröffnete die Bühne. Die Gestalten waren so passend, die Farben so glücklich ausgeteilt, die Beleuchtung so kunstreich, daß man fürwahr in einer anderen Welt zu sein glaubte; nur daß die Gegenwart des Wirklichen statt des Scheins eine Art von ängstlicher Empfindung hervorbrachte.
Der Vorhang fiel, und wurde auf Verlangen mehr als einmal wieder aufgezogen. Ein musikalisches Zwischenspiel unterhielt die Gesellschaft, die man durch ein Bild höherer Art überraschen wollte. Es war die bekannte  
Vorstellung von Poussin: Ahasverus und Esther. Diesmal hatte sich Luciane besser bedacht. Sie entwickelte in der ohnmächtig hingesunkenen Königin alle ihre Reiz";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
eben so wenig an Eduard, der erst durstig, dann [...]aufgeregt, des Weines nicht schonte und sich sehr lebhaft mit Ottilie unterhielt die er an sich gezogen [...]hatte;3;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eben war er im Begriff hinabzusteigen und diese sonderbaren Wandrer zu begrüßen;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;3;;;;
eben weil ich dich liebe,;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3;;;;;;;;;;
"ebens! Ohne Bewegung ";5;;;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
ebens! Ohne Bewegung l;4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
"ebens! Ohne Bewegung liegt das Kind in ihren Armen, ohne Bewegung steht der Kahn auf der Wasserfläche; aber auch hier läßt ihr schönes Gemüt sie nicht hülflos. Sie wendet sich nach oben. Kniend sinkt sie in dem Kahne nieder und hebt das erstarrte Kind mit beiden Armen über ihre unschuldige Brust, die an Weiße und leider auch an Kälte dem Marmor gleicht. Mit feuchtem Blick sieht sie empor und ruft Hilfe von daher, wo ein zartes Herz die größte Fülle zu finden hofft, wenn es überall mangelt.
Auch wendet sie sich nicht vergebens zu den Sternen, die schon einzeln hervorzublinken anfangen. Ein sanfter Wind erhebt sich und treibt den Kahn nach den Platanen.
 
 Vierzehntes Kapitel.

 Sie eilt nach dem neuen Gebäude, sie ruft den Chirurg hervor, sie übergibt ihm das Kind. Der auf alles gefaßte Mann behandelt den zarten Leichnam stufenweise nach gewohnter Art. Ottilie steht ihm in allem bei; sie schafft, sie bringt, sie sorgt, zwar wie in einer anderen Welt wandelnd: denn das höchste Unglück wie das höchste Glück verändert die Ansicht aller Gegenstände; und nur, als nach allen durchgegangenen Versuchen der wackere Mann den Kopf schüttelt, auf ihre hoffnungsvollen Fragen erst schweigend, dann mit einem leisen Nein antwortet, verläßt sie das Schlafzimmer Charlottes, worin dies alles geschehen, und kaum hat sie das Wohnzimmer
 
 betreten, so fällt sie, ohne den Sofa erreichen zu können, erschöpft aufs Angesicht über den Teppich hin.
Eben hört man Charlotte vorfahren. Der Chirurg bittet die Umstehenden dringend zurück zu bleiben, er will ihr entgegen, sie vorbereiten; aber schon betritt sie ihr Zimmer. Sie findet Ottilie an der Erde, und ein Mädchen des Hauses stürzt ihr mit Geschrei und Weinen entgegen. Der Chirurg tritt herein und sie erfährt alles auf einmal. Wie sollte sie aber jede Hoffnung mit einmal aufgeben! Der erfahrene, kunstreiche, kluge Mann bittet sie nur das Kind nicht zu sehen; er entfernt sich, sie mit neuen Anstalten zu täuschen. Sie hat sich auf ihren Sofa gesetzt, Ottilie liegt noch an der Erde, aber an der Freundin Knie herangehoben, über die ihr schönes Haupt hingesenkt ist. Der ärztliche Freund geht ab und zu; er scheint sich um das Kind zu bemühen, er bemüht sich um die  
Frauen. So kommt die Mitternacht herbei, die Totenstille wird immer tiefer. Charlotte verbirgt sich's nicht mehr, daß das Kind nie wieder ins Leben zurückkehre; sie verlangt es zu sehen. Man hat es in warme wollene Tücher reinlich eingehüllt, in einen Korb gelegt, den man neben sie auf den Sofa setzt; nur das Gesichtchen ist frei; ruhig und schön liegt es da.
Von dem Unfall war das Dorf bald erregt worden und die Kunde sogleich bis nach dem Gasthof erschollen. Der Major hatte sich die bekannten Wege hinaufbegeben; er ging um das Haus herum, und indem er einen Bedienten anhielt, der in dem Angebäude etwas zu hohlen lief, verschaffte er sich nähere Nachricht und ließ den Chirurgen herausrufen. Dieser kam, erstaunt über die Erscheinung seines alten Gönners, berichtete ihm die gegenwärtige Lage und übernahm es, Charlotte auf seinen Anblick vorzubereiten. Er  
ging hinein, fing ein ableitendes Gespräch an und führte die Einbildungskraft von einem Gegenstand auf den anderen, bis er endlich den Freund Charlotte vergegenwärtigte, dessen gewisse Teilnahme, dessen Nähe dem Geiste, der Gesinnung nach, die er denn bald in eine wirkliche übergehen ließ. Genug sie erfuhr, der Freund stehe vor der Tür, er wisse alles und wünsche eingelassen zu werden.
Der Major trat herein; ihn begrüßte Charlotte mit einem schmerzlichen Lächeln. Er stand vor ihr. Sie hob die grünseidene Decke auf, die den Leichnam verbarg, und bei dem dunklen Schein einer Kerze erblickte er, nicht ohne geheimes Grausen, sein erstarrtes Ebenbild. Charlotte deutete auf einen Stuhl, und so saßen sie gegen einander über, schweigend, die Nacht hindurch. Ottilie lag noch ruhig auf den Knien Charlottes; sie atmete sanft, sie schlief, oder sie schien zu schlafen.
 Der Morgen dämmerte, das Licht verlosch, beide Freunde schienen aus einem dumpfen Traum zu erwachen. Charlotte blickte den Major an und sagte gefaßt: erklären Sie mir, mein Freund, durch welche Schickung kommen Sie hierher, um Teil an dieser Trauerszene zu nehmen?
Es ist hier, antwortete der Major ganz leise wie sie gefragt hatte, -- als wenn sie Ottilie nicht aufwecken wollten -- es ist hier nicht Zeit und Ort, zurückzuhalten, Einleitungen zu machen und sachte heran zu treten. Der Fall, in dem ich Sie finde, ist so ungeheuer, daß das Bedeutende selbst weshalb ich komme, dagegen seinen Wert verliert.
Er gestand ihr darauf, ganz ruhig und einfach, den Zweck seiner Sendung, in so fern Eduard ihn abgeschickt hatte; den Zweck seines Kommens, in so fern sein freier Wille, sein eigenes Interesse dabei war. Er trug  
beides sehr zart, doch aufrichtig vor; Charlotte hörte gelassen zu, und schien weder darüber zu staunen, noch unwillig zu sein.
Als der Major geendigt hatte, antwortete Charlotte mit ganz leiser Stimme, so daß er genötigt war seinen Stuhl heranzurücken: In einem Falle wie dieser ist, habe ich mich noch nie befunden; aber in ähnlichen habe ich mir immer gesagt: wie wird es morgen sein? Ich fühle recht wohl, daß das Los von mehreren jetzt in meinen Händen liegt; und was ich zu tun habe ist bei mir außer Zweifel und bald ausgesprochen. Ich willige in die Scheidung. Ich hätte mich früher dazu entschließen sollen; durch mein Zaudern, mein Widerstreben habe ich das Kind getötet. Es sind gewisse Dinge, die sich das Schicksal hartnäckig vornimmt. Vergebens, daß Vernunft und Tugend, Pflicht und alles Heilige sich ihm in den Weg stellen; es soll etwas geschehen was ihm recht ist, was uns nicht  
recht scheint; und so greift es zuletzt durch, wir mögen uns gebärden wie wir wollen.
Doch was sage ich! Eigentlich will das Schicksal meinen eigenen Wunsch, meinen eigenen Vorsatz, gegen die ich unbedachtsam gehandelt, wieder in den Weg bringen. Habe ich nicht selbst schon Ottilie und Eduard mir als das schicklichste Paar zusammengedacht? Habe ich nicht selbst beide einander zu nähern gesucht? Waren Sie nicht selbst, mein Freund, Mitwisser dieses Plans? Und warum konnte ich den Eigensinn eines Mannes nicht von wahrer Liebe unterscheiden? Warum nahm ich seine Hand an? da ich als Freundin ihn und eine andere Gattin glücklich gemacht hätte. Und betrachten Sie nur diese unglückliche Schlummernde! Ich zittere vor dem Augenblicke, wenn sie aus ihrem halben Totenschlafe zum Bewußtsein erwacht. Wie soll sie leben, wie soll sie sich trösten, wenn sie nicht hoffen kann, durch  
ihre Liebe Eduard das zu ersetzen, was sie ihm als Werkzeug des wunderbarsten Zufalls geraubt hat. Und sie kann ihm alles wiedergeben nach der Neigung, nach der Leidenschaft mit der sie ihn liebt. Vermag die Liebe alles zu dulden, so vermag sie noch vielmehr alles zu ersetzen. An mich darf in diesem Augenblick nicht gedacht werden.
Entfernen Sie sich in der Stille, lieber Major. Sagen Sie Eduard, daß ich in die Scheidung willige, daß ich ihm, Ihnen, Mittleren die ganze Sache einzuleiten überlasse; daß ich um meine künftige Lage unbekümmert bin und es in jedem Sinne sein kann. Ich will jedes Papier unterschreiben, das man mir bringt; aber man verlange nur nicht von mir, daß ich mitwirke, daß ich bedenke, daß ich berate.
Der Major stand auf. Sie reichte ihm ihre Hand über Ottilie weg. Er drückte  
seine Lippen auf diese liebe Hand. Und für mich, was darf ich hoffen? lispelte er leise.
Lassen Sie mich Ihnen die Antwort schuldig bleiben, versetzte Charlotte. Wir haben nicht verschuldet unglücklich zu werden; aber auch nicht verdient zusammen glücklich zu sein.
Der Major entfernte sich, Charlotte tief im Herzen beklagend, ohne jedoch das arme abgeschiedene Kind bedauern zu können. Ein solches Opfer schien ihm nötig zu ihrem allseitigen Glück. Er dachte sich Ottilie mit einem eigenen Kind auf dem Arm, als den vollkommensten Ersatz für das, was sie Eduard geraubt; er dachte sich einen Sohn auf dem Schoße, der mit mehrerem Recht sein Ebenbild trüge, als der abgeschiedene.
So schmeichelnde Hoffnungen und Bilder gingen ihm durch die Seele, als er auf dem Rückwege nach dem Gasthofe Eduard fand,  
der die ganze Nacht im Freien den Major erwartet hatte, da ihm kein Feuerzeichen, kein Donnerlaut ein glückliches Gelingen verkünden wollte. Er wußte bereits von dem Unglück und auch er, anstatt das arme Geschöpf zu bedauern, sah diesen Fall, ohne sich's ganz gestehen zu wollen, als eine Fügung an, wodurch jedes Hindernis an seinem Glück auf einmal beseitigt wäre. Gar leicht ließ er sich daher durch den Major bewegen, der ihm schnell den Entschluß seiner Gattin verkündigte, wieder nach jenem Dorfe, und sodann nach der kleinen Stadt zurückzukehren, wo sie das Nächste überlegen und einleiten wollten.
Charlotte saß, nachdem der Major sie verlassen hatte, nur wenige Minuten in ihre Betrachtungen versenkt: denn sogleich richtete Ottilie sich auf, ihre Freundin mit großen Augen anblickend. Erst erhob sie sich von dem Schoße, dann von der Erde und stand vor Charlotte.
 Zum zweitenmal -- so begann das herrliche Kind mit einem unüberwindlichen anmutigen Ernst -- zum zweitenmal widerfährt mir dasselbe. Du sagtest mir einst: es begegne den Menschen in ihrem Leben oft Ähnliches auf ähnliche Weise, und immer in bedeutenden Augenblicken. Ich finde nun die Bemerkung wahr, und bin gedrungen dir ein Bekenntnis zu machen. Kurz nach meiner Mutter Tode, als ein kleines Kind, hatte ich meinen Schemel an dich gerückt; du saßest auf dem Sofa wie jetzt; mein Haupt lag auf deinen Knien, ich schlief nicht, ich wachte nicht; ich schlummerte. Ich vernahm alles was um mich vorging, besonders alle Reden, sehr deutlich; und doch konnte ich mich nicht regen, mich nicht äußeren, und wenn ich auch gewollt hätte, nicht andeuten, daß ich meiner selbst mich bewußt fühlte. Damals sprachst du mit einer Freundin über mich; du bedauertest mein Schicksal, als eine arme Waise in der Welt geblieben zu sein; du schildertest  
meine abhängige Lage und wie mißlich es um mich stehen könne, wenn nicht ein besonderer Glücksstern über mich walte. Ich faßte alles wohl und genau, vielleicht zu streng, was du für mich zu wünschen, was du von mir zu fordern schienst. Ich machte mir nach meinen beschränkten Einsichten hierüber Gesetze; nach diesen habe ich lange gelebt, nach ihnen war mein Tun und Lassen eingerichtet, zu der Zeit da du mich liebtest, für mich sorgtest, da du mich in dein Haus aufnahmst, und auch noch eine Zeit hernach.
Aber ich bin aus meiner Bahn geschritten, ich habe meine Gesetze gebrochen, ich habe sogar das Gefühl derselben verloren, und nach einem schrecklichen Ereignis klärst du mich wieder über meinen Zustand auf, der jammervoller ist als der erste. Auf deinem Schoße ruhend, halb erstarrt, wie aus einer fremden Welt vernehme ich abermals deine leise Stimme über meinem Ohr; ich vernehme
 
, wie es mit mir selbst aussieht; ich schaudere über mich selbst: aber wie damals habe ich auch diesmal in meinem halben Totenschlaf mir meine neue Bahn vorgezeichnet.
Ich bin entschlossen, wie ich's war, und wozu ich entschlossen bin, mußt du gleich erfahren. Eduards werde ich nie! Auf eine schreckliche Weise hat Gott mir die Augen geöffnet, in welchem Verbrechen ich befangen bin. Ich will es büßen; und Niemand gedenke mich von meinem Vorsatz abzubringen! Danach, Liebe, Beste, nimm deine Maßregeln. Laß den Major zurückkommen; schreibe i";5;;;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
"ebenswürdig, so freundlich, so dringend; er bat sie, bei ihr bleiben zu dürfen, er forderte nicht, bald ernst bald scherzhaft suchte er sie zu bereden, er dachte nicht daran, daß er Rechte habe und löschte zuletzt mutwillig die Kerze aus.
In der Lampendämmerung sogleich behauptete die innere Neigung, behauptete die Einbildungskraft ihre Re";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
ebirgsweg um eine Ecke herum schnell nach der Tiefe wendete;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;
"ebärde, gnädige Frau, wie es bei Ihrer Behandlung nicht wahrscheinlich ist; so gedenken Sie meiner und schonen Ottilie. --
Eduard hatte diese Briefe vorgelesen, nicht";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
"ebäude hingegen, mehr zum geselligen Aufenthalt als zur Wohnung, wird sich dorthin recht wohl schicken und in der guten Jahrszeit die angenehmsten Stunden gewähren.
Jemehr man die Sache durchsprach desto gü";4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
ec;6;;;;;;;;;;;;6;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
ed;24;;;;;;;;;;;;24;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;
"ede Art von Besitz soll der Mensch festhalten, er soll sich zum Mittelpunct machen, von dem das Gemeingut ausgehen kann; er muß Egoist sein um nicht Egotist zu werden, zusammen halten, damit er spenden könne";3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;
eden, und es ist bequemer, anstatt sie zu entwickeln, geschwind zu fragen: Woher? und wohin?;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;3;;;;;;;;
"eder suche den Besitz der ihm von der Natur, von dem Schicksal gegönnt ward, zu würdigen, zu erhalten, zu steigern, er greife mit allen seinen Fertigkeiten so weit umher als er zu reichen fähig ist; immer aber denke er dabei wie er andere daran will Theil nehmen lassen: denn nur insofern werden die Vermögenden geschätzt, als andere durch sie genießen";3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;
edeutenden Anekdoten und Geschichten zu hö;5;;;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;
edeutenden Anekdoten und Geschichten zu hör;4;;;;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;
